Province,District,Palika,Category,Status,Rows_Added,Started_Date,Completed_Date,Notes
Bagmati,Makwanpur,Bagmati Rural Municipality,Government Services,Completed,11,2026-07-20,2026-07-20,"Expanded current official staff-directory coverage across infrastructure/environment, social development, planning, administration, and micro-enterprise service contacts. The central office record was also refreshed with current public municipality numbers."
Bagmati,Makwanpur,Bagmati Rural Municipality,Information & Inquiry,Completed,1,2026-07-20,2026-07-20,Current official staff directory checked; added the Social Development MIS Operator public contact alongside the existing Information Officer.
Bagmati,Makwanpur,Kailash Rural Municipality,Government Services,Completed,14,2026-07-21,2026-07-26,"Current official staff directory checked; added core administration, finance, education, planning, technical, revenue, employment, store, agriculture, and animal-service contacts. Superseded/rechecked during 2026-07-26 batch pass."
Bagmati,Makwanpur,Kailash Rural Municipality,Health & Ambulance,Needs Review,3,2026-07-21,,Current official staff directory checked; added Health Branch contacts. Facility and ambulance contacts remain to be collected. Superseded/rechecked during 2026-07-26 batch pass; local ambulance rows still require field confirmation.
Bagmati,Makwanpur,Kailash Rural Municipality,Women & Children,Completed,1,2026-07-21,2026-07-21,Current official staff directory checked; added the municipal Women and Children Branch contact.
Bagmati,Makwanpur,Kailash Rural Municipality,Health & Ambulance,Needs Review,2,2026-07-21,,Official Bagmati Province Police emergency directory checked; added both explicitly listed Kailash ambulance operators. Reconfirm operational availability before completion.
Bagmati,Makwanpur,Kailash Rural Municipality,Emergency Services,Completed,2,2026-07-21,2026-07-21,Official MoHA and Bagmati Province Police emergency pages checked; added emergency coordination 1112 and Police Control 100 coverage.
Bagmati,Makwanpur,Kailash Rural Municipality,Disaster & Rescue,Completed,1,2026-07-21,2026-07-21,Official MoHA NEOC page checked; added disaster-response coordination hotline 1149. No separate municipal disaster-desk phone was published in the sources checked.
Bagmati,Makwanpur,Kailash Rural Municipality,Ward Offices,Completed,10,2026-07-22,2026-07-30,All ten municipal ward profiles were rechecked. Each remains publicly accessible on the official Kailash Municipality website and publishes a ward contact number; those numbers are now the primary contacts. Named staff/officeholder details originate in 2018 profile content and are retained only as secondary historical context.
Bagmati,Makwanpur,Kailash Rural Municipality,Police & Security,Needs Review,10,2026-07-22,,"Current official Bagmati Province Police directory confirms Police Post Bharta and 8 district-support contacts, including control room, Women Cell, information officer, communications, operations and crime investigation. The previously captured Namtar temporary-post number is absent from the current directory and requires manual operational-status verification; category remains Needs Review."
Bagmati,Makwanpur,Kailash Rural Municipality,Travel & Tourism,Completed,4,2026-07-22,2026-07-30,"Official Nepal Tourism Board, Kailash Municipality and Bagmati Tourism Ministry sources were checked. No dedicated Kailash tourism-office phone was published. Added the current Bagmati Tourism Ministry Hetauda visitor-support and information contact as district-level coverage."
Bagmati,Makwanpur,Kailash Rural Municipality,Government Complaints,Completed,1,2026-07-22,2026-07-22,Official municipal contact page checked; it explicitly provides a complaint submission option and public municipal contact channels. No dedicated complaint hotline was published.
Bagmati,Makwanpur,Kailash Rural Municipality,Hospitals,Completed,3,2026-07-22,2026-07-26,"Official municipal RTI disclosure checked; added Diko, Bharti Punyadevi, and Namtar Health Posts. Other facilities were identified but did not expose public phone numbers in this source. Superseded/rechecked during 2026-07-26 batch pass."
Bagmati,Makwanpur,Kailash Rural Municipality,Electricity & Utilities,Completed,3,2026-07-22,2026-07-26,"Official NEA sources checked; added explicit Namtar outage line, Hetauda Distribution Center, and the division office covering Makwanpur. No water-supply operator contact was publicly published in sources checked. Superseded/rechecked during 2026-07-26 batch pass."
Bagmati,Makwanpur,Kailash Rural Municipality,Women & Children,Completed,6,2026-07-22,2026-07-30,"Official municipality, National Women Commission, National Child Rights Council, FPAN, and Makwanpur DAO plan sources were checked. Added Maiti Nepal Makwanpur, FPAN Makwanpur, and CWIN Makwanpur district support contacts. All six records have public source URLs and verification status."
Bagmati,Makwanpur,Kailash Rural Municipality,Government Services,Completed,6,2026-07-22,2026-07-26,"Current official municipal staff and officials directories checked; added technical, social-security, enterprise, education, and elected-executive contacts. Superseded/rechecked during 2026-07-26 batch pass."
Bagmati,Makwanpur,Kailash Rural Municipality,Health & Ambulance,Needs Review,1,2026-07-22,,Current official staff directory checked; added municipal Nutrition Facilitator contact. Ambulance availability remains to be reconfirmed. Superseded/rechecked during 2026-07-26 batch pass; local ambulance rows still require field confirmation.
Bagmati,Makwanpur,Kailash Rural Municipality,Disaster & Rescue,Completed,6,2026-07-22,2026-07-30,"Official national and DAO disaster sources rechecked. The current Makwanpur 2082 monsoon response plan added Kailash disaster focal and technical contacts, APF No. 14 Battalion's disaster focal contact, and Nepal Red Cross Gogane Sub-Branch. All six records have public official sources."
Bagmati,Makwanpur,Kailash Rural Municipality,Police & Security,Needs Review,10,2026-07-22,,"Current official Bagmati Province Police directory confirms Police Post Bharta and 8 district-support contacts, including control room, Women Cell, information officer, communications, operations and crime investigation. The previously captured Namtar temporary-post number is absent from the current directory and requires manual operational-status verification; category remains Needs Review."
Bagmati,Makwanpur,Kailash Rural Municipality,Other,Completed,54,2026-07-22,2026-07-30,"Reconciled official 2076 DOE school directory: added 17 unmatched school contacts, retained 31 exact matches and one spelling variant with an existing official-source record. All historic-directory contacts require current-number verification."
Bagmati,Makwanpur,Raksirang Rural Municipality,Government Services,Completed,19,2026-07-22,2026-07-26,"Current official municipal staff directory checked; added core administration, planning, engineering, finance, employment, social security, agriculture, animal, education, and judicial-service contacts. Superseded/rechecked during 2026-07-26 batch pass."
Bagmati,Makwanpur,Raksirang Rural Municipality,Government Complaints,Completed,1,2026-07-22,2026-07-22,Current official municipal staff directory lists the Grievance Hearing Officer.
Bagmati,Makwanpur,Raksirang Rural Municipality,Information & Inquiry,Completed,1,2026-07-22,2026-07-22,Current official municipal staff directory lists the Information Officer.
Bagmati,Makwanpur,Raksirang Rural Municipality,Ward Offices,Completed,6,2026-07-22,2026-07-26,"Current official staff directory lists public Ward Secretary contacts for wards 1, 3, 4, 5, 6, and 8. Remaining ward contacts require ward-page research. Superseded/rechecked during 2026-07-26 batch pass."
Bagmati,Makwanpur,Raksirang Rural Municipality,Ward Offices,Completed,3,2026-07-22,2026-07-22,"Current official officials directory supplied Ward Chairperson contacts for all wards. Added wards 2, 7, and 9; merged chair contacts into existing current secretary records for the other six wards."
Bagmati,Makwanpur,Raksirang Rural Municipality,Emergency Services,Completed,2,2026-07-22,2026-07-22,Official MoHA and police sources checked; added national emergency coordination 1112 and Police Control 100 coverage.
Bagmati,Makwanpur,Raksirang Rural Municipality,Disaster & Rescue,Completed,2,2026-07-22,2026-07-22,Official MoHA and Makwanpur DAO sources checked; added NEOC 1149 and district disaster-management coordination.
Bagmati,Makwanpur,Raksirang Rural Municipality,Women & Children,Completed,2,2026-07-22,2026-07-22,Official National Women Commission and National Child Rights Council sources checked; added 24/7 women-protection 1145 and Makwanpur-available child helpline 1098.
Bagmati,Makwanpur,Raksirang Rural Municipality,Travel & Tourism,Completed,3,2026-07-22,2026-07-22,"Official Nepal Tourism Board crisis page checked; added tourism-crisis, Tourist Police, and NTB information coverage."
Bagmati,Makwanpur,Raksirang Rural Municipality,Other,Completed,54,2026-07-22,2026-07-22,Current official municipal school directory checked; added all 54 published school contacts.
Bagmati,Makwanpur,Raksirang Rural Municipality,Electricity & Utilities,Completed,1,2026-07-22,2026-07-26,Official NEA Hetauda Distribution Center checked; added distribution-center coverage. No Raksirang-specific outage or water-provider phone was published in sources checked. Superseded/rechecked during 2026-07-26 batch pass.
Bagmati,Makwanpur,Makawanpurgadhi Rural Municipality,Government Services,Completed,9,2026-07-22,2026-07-26,"Current official staff and officials directories checked; added core administration, finance, education, technical, agriculture, social-security, animal-service, and executive contacts. Palika spelling normalized to Makawanpurgadhi on 2026-07-26. Expanded/normalized during official staff and representatives pass on 2026-07-26."
Bagmati,Makwanpur,Makawanpurgadhi Rural Municipality,Health & Ambulance,Completed,8,2026-07-22,2026-07-26,"Official municipal staff/profile pages, Bagmati Province Police emergency directory, HEOC Ambulance Nepal, and Public Health Office Makawanpur sources checked. Health branch contacts were merged, local ambulance rows retained from official police directory, national 102 and district PHO coverage added. Older COVID-era emergency contacts remain row-level Needs Review."
Bagmati,Makwanpur,Makawanpurgadhi Rural Municipality,Information & Inquiry,Completed,1,2026-07-22,2026-07-22,Current official municipal role directory lists the public Information Officer. Palika spelling normalized to Makawanpurgadhi on 2026-07-26. Expanded/normalized during official staff and representatives pass on 2026-07-26.
